"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.669397792E0	-2.633024597E-1	-2.517764282E-1	9.686057739E0	9.692906380E0
2.679391792E0	-2.130070496E-1	-2.183958435E-1	9.291478271E0	9.296485208E0
2.689385792E0	-4.700225830E-1	7.559280396E-2	1.050545380E1	1.051623483E1
2.699379792E0	-1.823208618E-1	3.749702454E-1	9.860594788E0	9.869405917E0
2.709373792E0	-1.034349060E-1	4.387376404E-1	9.669891357E0	9.680391953E0
2.719367792E0	-1.136137390E-1	2.987786865E-1	9.995913391E0	1.000102301E1
2.729361792E0	-3.053649902E-1	1.794767761E-1	9.430838470E0	9.437487693E0
2.739355792E0	-4.444258118E-1	-6.017486572E-2	9.760453033E0	9.770751186E0
2.749349792E0	-3.507206726E-1	-8.726852417E-2	1.057700500E1	1.058317796E1
2.759343792E0	-6.601272583E-2	-7.409591675E-2	9.317374420E0	9.317902874E0
2.769337792E0	-7.798782349E-2	2.615061951E-1	1.000504440E1	1.000876521E1
2.779331792E0	-1.287322998E-1	5.662724304E-1	9.442065125E0	9.459906463E0
2.789325792E0	-3.454815674E-1	3.965254211E-1	1.062295944E1	1.063596997E1
2.799319792E0	-2.844085693E-1	1.941462708E-1	9.294921112E0	9.301297731E0
2.809314792E0	-1.523831177E-1	3.502716064E-2	9.865833893E0	9.867072814E0
2.819308792E0	-1.125659180E-1	-1.648072815E-1	1.007584717E1	1.007782361E1
2.829302792E0	-2.260299683E-1	-2.339634705E-1	9.863289185E0	9.868652491E0
2.839296792E0	-4.245172119E-1	8.831634521E-2	9.456435242E0	9.466371117E0
2.849290792E0	-2.909948730E-1	5.020559692E-1	1.001597168E1	1.003276766E1
2.859284792E0	-2.395019531E-1	3.805087280E-1	1.051039352E1	1.052000571E1
2.869278792E0	-2.522254944E-1	3.652404785E-1	9.148974609E0	9.159735515E0
2.879272792E0	-3.665876770E-1	2.305206299E-2	9.442214813E0	9.449356513E0
2.889266792E0	-3.351530457E-1	-2.544708252E-3	1.029603928E1	1.030149304E1
2.899260792E0	-2.151026917E-1	1.582209778E-1	1.013542328E1	1.013894019E1
2.909254792E0	3.203338623E-2	1.947450256E-1	9.803264008E0	9.805250479E0
2.919248792E0	1.196012878E-1	8.457412720E-2	9.774523773E0	9.775621323E0
2.929242792E0	-1.823208618E-1	-1.564247131E-1	9.841734009E0	9.844665453E0
2.939236792E0	-6.122268677E-1	1.246907043E-1	9.443112946E0	9.463759909E0
2.949230792E0	-7.622149658E-1	5.116360474E-1	1.048419800E1	1.052431237E1
2.959224292E0	-3.409909058E-1	3.095562744E-1	9.465865631E0	9.477062416E0
2.969218292E0	1.320254517E-1	2.365081787E-1	9.833950195E0	9.837679771E0
2.979212292E0	2.011816406E-1	-4.864883423E-2	1.000684067E1	1.000898101E1
2.989206292E0	5.703140259E-2	-4.266128540E-2	1.030067963E1	1.030092585E1
2.999200292E0	-2.667453003E-1	1.646575928E-1	9.485624542E0	9.490802818E0
3.009194292E0	-3.827540588E-1	3.065625000E-1	9.900262299E0	9.912400053E0
3.019188292E0	-6.057902527E-1	2.207908630E-1	9.975855103E0	9.996670219E0
3.029182292E0	-7.385641479E-1	-6.122268677E-2	9.422605591E0	9.451704679E0
3.039176292E0	-6.655160522E-1	2.148033142E-1	9.358838196E0	9.384929646E0
3.049170292E0	-2.366578674E-1	3.523672485E-1	1.023346939E1	1.024226857E1
3.059164292E0	3.604504395E-1	2.754272461E-2	1.080842377E1	1.081446751E1
3.069158292E0	5.572911072E-1	-1.230441284E-1	8.991801453E0	9.009894927E0
3.079152292E0	-4.790039062E-3	4.326004028E-2	9.834698639E0	9.834794949E0
