"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.019025042E0	-3.641178131E0	1.571731567E-1	9.983339539E0	1.062779139E1
2.029019042E0	-2.235601044E0	2.377056885E-1	5.557493134E0	5.995010088E0
2.039013042E0	-4.695735168E-1	-7.244934082E-2	1.194216614E1	1.195161413E1
2.049007042E0	2.390528870E-1	3.671864319E-1	1.241682907E1	1.242455699E1
2.059001042E0	1.323697357E0	9.984237671E-2	6.884633331E0	7.011442027E0
2.068995042E0	2.286345520E0	-1.908531189E-1	1.115764755E1	1.139108861E1
2.078989042E0	2.814896393E0	9.250762939E-2	1.131616791E1	1.166138309E1
2.088983042E0	1.205443268E0	3.450325012E-1	8.739426270E0	8.828913434E0
2.098977042E0	-1.039887543E0	2.165995789E-1	9.855655060E0	9.912730105E0
2.108971042E0	-1.635349274E0	6.032455444E-1	1.028615982E1	1.043280194E1
2.118965042E0	-4.134402466E-1	7.783813477E-2	9.324858856E0	9.334344342E0
2.128959042E0	-5.616320801E-1	-3.071612549E-1	1.002121078E1	1.004163554E1
2.138953042E0	-1.745520172E0	2.158511353E-1	9.537716217E0	9.698528910E0
2.148947042E0	-1.179696808E0	9.160949707E-2	8.281678162E0	8.365779703E0
2.158941042E0	8.479866028E-1	-4.326004028E-1	1.190219925E1	1.194020818E1
2.168935042E0	1.801952820E0	5.134323120E-2	1.060933777E1	1.076139944E1
2.178929042E0	1.396446075E0	3.306623840E-1	7.380552063E0	7.518773039E0
2.188923042E0	3.038681030E-2	2.508782959E-1	1.156749527E1	1.157025540E1
2.198917042E0	2.101629639E-1	5.316943359E-1	1.043075912E1	1.044641581E1
2.208911042E0	1.829196167E-1	6.415658569E-1	8.594377899E0	8.620231888E0
2.218905042E0	-6.045927429E-1	2.817141724E-1	1.075094330E1	1.077161441E1
2.228899042E0	-1.380579071E0	1.975891113E-2	8.733588409E0	8.842056067E0
2.238893042E0	-1.184337158E0	-4.185296631E-1	1.004501129E1	1.012324421E1
2.248887042E0	-5.807922363E-2	-6.147715759E-1	1.024858795E1	1.026717450E1
2.258881042E0	7.247927856E-1	1.930984497E-1	9.323511658E0	9.353634653E0
2.268875042E0	7.216493225E-1	1.953437805E-1	1.042462189E1	1.045139600E1
2.278869042E0	2.044747925E-1	1.866618347E-1	9.985584869E0	9.989422294E0
2.288863042E0	3.878434753E-1	1.960922241E-1	8.983269196E0	8.993775634E0
2.298857042E0	2.489323425E-1	4.061054993E-1	1.085407883E1	1.086452558E1
2.308851042E0	-1.124162292E-1	6.665638733E-1	9.953701172E0	9.976628279E0
2.318845042E0	-6.439608765E-1	6.047424316E-1	8.904383240E0	8.948096999E0
2.328839042E0	-5.414241028E-1	-4.023632813E-1	1.007449997E1	1.009705828E1
2.338833042E0	-1.648072815E-1	-4.680766296E-1	1.007674530E1	1.008895698E1
2.348827042E0	2.561174011E-1	-2.168989563E-1	9.716294861E0	9.722089647E0
2.358821042E0	1.691482544E-1	8.397537231E-2	1.011431717E1	1.011608001E1
2.368815042E0	2.311193848E-1	4.047583008E-1	9.531129913E0	9.542519734E0
2.378809042E0	2.751278687E-1	2.146536255E-1	9.635313263E0	9.641630215E0
2.388803042E0	3.143463135E-2	3.736230469E-1	1.083551743E1	1.084200259E1
2.398797042E0	-2.100132751E-1	6.198609924E-1	9.239685974E0	9.262835966E0
2.408791042E0	-3.281176758E-1	3.077600098E-1	9.188193054E0	9.199199369E0
2.418784042E0	-9.595046997E-2	-3.974235535E-1	1.094972992E1	1.095735996E1
2.428778042E0	2.275268555E-1	-3.200344849E-1	9.285790100E0	9.294088892E0
2.438772042E0	-5.583389282E-2	-6.586303711E-3	9.907147980E0	9.907307500E0
2.448766042E0	1.083746338E-1	2.409988403E-1	9.833501129E0	9.837050877E0
2.458760042E0	-1.338217163E-1	5.776487732E-1	9.580676880E0	9.599008065E0
2.468754042E0	2.785707092E-1	1.034349060E-1	1.094029953E1	1.094433434E1
2.478748042E0	-5.658233643E-2	-1.149609375E-1	8.885672150E0	8.886595925E0
2.488742042E0	-2.151026917E-1	-2.619552612E-2	9.502389679E0	9.504860072E0
2.498736042E0	-3.884422302E-1	2.055226135E-1	1.053164932E1	1.054081422E1
2.508730042E0	1.451980591E-1	3.721261597E-1	1.028032196E1	1.028807951E1
2.518724042E0	3.112028503E-1	3.502716064E-1	8.809330902E0	8.821782606E0
2.528718042E0	2.872526550E-1	3.224295044E-1	1.029274612E1	1.030180070E1
2.538712042E0	-4.640350342E-2	-6.646179199E-2	1.016281631E1	1.016313957E1
2.548706042E0	-1.392105103E-1	-6.167175293E-2	9.749974823E0	9.751163624E0
2.558700042E0	-2.300715637E-1	-2.140548706E-1	9.592502289E0	9.597648283E0
2.568694042E0	-8.726852417E-2	2.154020691E-1	9.649533691E0	9.652332066E0
2.578688042E0	-1.695973206E-1	1.187031555E-1	1.026670029E1	1.026878710E1
2.588682042E0	-2.335144043E-2	3.743714905E-1	1.001297791E1	1.002000129E1
2.598676042E0	2.745291138E-1	2.908451843E-1	9.327702942E0	9.336273310E0
2.608670042E0	1.493893433E-1	4.775070190E-2	1.016191818E1	1.016312838E1
2.618664042E0	-1.204994202E-1	2.513273621E-1	1.002061203E1	1.002448757E1
2.628658042E0	-3.097059631E-1	2.065704346E-2	9.294621735E0	9.299803099E0
2.638652042E0	-9.205856323E-2	-2.522254944E-1	9.986333313E0	9.989942218E0
2.648646917E0	2.001338196E-1	1.707948303E-1	1.035950729E1	1.036284786E1
2.658640917E0	3.474275208E-1	4.893324280E-1	9.642049255E0	9.660707321E0
2.668634917E0	3.628454590E-1	3.206332397E-1	9.387129364E0	9.399609577E0
2.678628917E0	-6.562353516E-1	4.213737488E-1	1.006970993E1	1.009986429E1
2.688622917E0	-6.572831726E-1	2.559677124E-1	1.014650024E1	1.017098854E1
2.698616917E0	-6.018983459E-1	-3.646417236E-1	9.422755280E0	9.448997950E0
2.708610917E0	-5.628295898E-2	-3.486250305E-1	1.070274353E1	1.070856789E1
2.718604917E0	-3.951782227E-2	-2.279759216E-1	8.575217743E0	8.578338651E0
2.728598917E0	4.992118835E-1	-2.052232361E-1	1.033675461E1	1.035083692E1
2.738592917E0	9.705816650E-1	-2.285746765E-1	1.108205475E1	1.112682401E1
2.748586917E0	1.016685791E0	5.704637146E-1	9.243577881E0	9.316802611E0
2.758580917E0	5.098397827E-1	1.165775757E0	8.806337128E0	8.897783057E0
2.768574917E0	1.648072815E-1	7.017407227E-1	1.134760254E1	1.137047426E1
2.778568917E0	-1.402583313E-1	4.550537109E-2	1.038151154E1	1.038255869E1
2.788561917E0	-7.758366394E-1	1.450483704E-1	7.722740479E0	7.762968634E0
2.798555917E0	-1.309327240E0	-1.841171265E-1	1.029618896E1	1.038073909E1
2.808549917E0	-1.210532684E0	-3.162922668E-1	1.075887680E1	1.083138312E1
2.818543917E0	-3.353027344E-1	-4.701722717E-1	8.962761841E0	8.981346764E0
2.828537917E0	1.865121460E-1	3.128494263E-2	9.393865356E0	9.395768828E0
2.838531917E0	7.427554321E-1	2.899470520E-1	9.843679962E0	9.875919710E0
2.848525917E0	1.072669373E0	4.969665527E-1	1.120360199E1	1.126580192E1
2.858519917E0	6.520440674E-1	6.168672180E-1	9.972861328E0	1.001317381E1
2.868513917E0	3.237767029E-1	3.152444458E-1	8.804840240E0	8.816429100E0
2.878507917E0	-3.278182983E-1	1.002914429E-2	9.670041046E0	9.675601235E0
2.888501917E0	-7.641609192E-1	1.428030396E-1	1.079809525E1	1.082604247E1
2.898495917E0	-7.318281555E-1	2.589614868E-2	9.595645752E0	9.623547187E0
2.908489917E0	-3.040177917E-1	-1.574725342E-1	9.137298889E0	9.143711249E0
2.918483917E0	2.496807861E-1	-1.995350647E-1	9.878707123E0	9.883876221E0
2.928477917E0	2.516267395E-1	1.546284485E-1	1.079809525E1	1.080213344E1
2.938471917E0	3.432362366E-1	2.011816406E-1	9.595346375E0	9.603590850E0
2.948465917E0	3.153941345E-1	2.691403198E-1	8.882977753E0	8.892648859E0
2.958459917E0	-2.844085693E-3	3.153941345E-1	1.116079102E1	1.116524687E1
