"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.451348792E0	-7.155120850E-2	2.288740540E-1	8.766819305E0	8.770098269E0
2.461342792E0	1.191522217E-1	9.250762939E-2	1.126692032E1	1.126793008E1
2.471335792E0	1.202000427E-1	-9.056167603E-2	9.040599976E0	9.041852542E0
2.481329792E0	2.320175171E-2	5.496569824E-1	1.061412781E1	1.062837571E1
2.491322792E0	-1.663041687E-1	5.013075256E-1	9.190139008E0	9.205303976E0
2.501316792E0	-4.090992737E-1	7.905061340E-1	1.166673889E1	1.170064351E1
2.511309792E0	-4.481680298E-1	2.869532776E-1	7.884853363E0	7.902791236E0
2.521303792E0	-5.559439087E-1	4.093986511E-1	9.787696381E0	9.812017189E0
2.531297792E0	-3.836521912E-1	1.181044006E-1	9.835596771E0	9.843784917E0
2.541290792E0	5.149291992E-2	9.654922485E-2	1.027702881E1	1.027761132E1
2.551284792E0	3.478765869E-1	-4.984634399E-2	9.502838745E0	9.509334729E0
2.561277792E0	1.242416382E-2	1.698966980E-1	1.091560089E1	1.091693007E1
2.571271792E0	9.475296021E-2	5.587879944E-1	9.338630219E0	9.355812979E0
2.581264792E0	-3.722758484E-1	6.162684631E-1	1.032448013E1	1.034955391E1
2.591258792E0	-4.150868225E-1	5.526507568E-1	9.654174042E0	9.678884045E0
2.601252792E0	-3.315605164E-1	2.106120300E-1	8.929530945E0	8.938166070E0
2.611245792E0	-3.778143311E-1	7.005432129E-2	9.983788605E0	9.991180420E0
2.621239792E0	4.007167053E-1	3.248245239E-1	9.967771912E0	9.981110245E0
2.631232792E0	-3.492237854E-1	2.526745605E-1	1.099478622E1	1.100323252E1
2.641226792E0	-2.643502808E-1	4.038601685E-1	8.808133392E0	8.821348988E0
2.651219792E0	-6.162684631E-1	1.998344421E-1	9.438173218E0	9.460382355E0
2.661213792E0	-1.176553345E-1	5.776487732E-1	1.114432526E1	1.115990620E1
2.671206792E0	-1.191522217E-1	4.520599365E-1	9.554181976E0	9.565612823E0
2.681200792E0	2.104623413E-1	2.468367004E-1	7.997119904E0	8.003695990E0
2.691193792E0	-6.780899048E-1	1.374142456E-1	1.180160843E1	1.182187168E1
2.701187792E0	-1.742376709E-1	1.272354126E-1	1.015383499E1	1.015612685E1
2.711181792E0	-2.022294617E-1	-2.031275940E-1	8.175399170E0	8.180422310E0
2.721174792E0	-1.335223389E-1	4.465214539E-1	1.016416351E1	1.017484297E1
2.731168792E0	-2.712359619E-1	3.803590393E-1	1.153276749E1	1.154222543E1
2.741161792E0	5.135820007E-1	3.206332397E-1	8.899892578E0	8.920462995E0
2.751155792E0	6.012995911E-1	6.134243774E-1	8.573271790E0	8.616196367E0
2.761148792E0	1.282832336E-1	9.577084351E-1	1.163889679E1	1.167893747E1
2.771142792E0	-1.233435059E-1	3.617976379E-1	9.932445374E0	9.939797898E0
2.781135792E0	-4.132905579E-1	-3.936813354E-2	8.663234711E0	8.673176730E0
2.791129792E0	-1.190474396E0	2.269281006E-1	1.107142685E1	1.113755889E1
2.801123792E0	-1.175206146E0	-2.514770508E-2	9.203910370E0	9.278669516E0
2.811116792E0	-8.819659424E-1	1.860630798E-1	8.281079407E0	8.329991569E0
2.821110792E0	-4.375401306E-1	2.559677124E-1	1.057655594E1	1.058869663E1
2.831103792E0	4.346960449E-1	3.183879089E-1	1.087174210E1	1.088508648E1
