"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.857633958E0	-5.313949585E-2	4.056564331E-2	9.414073334E0	9.414310708E0
1.867626958E0	-3.405418396E-1	-5.298980713E-2	1.034349060E1	1.034923062E1
1.877620958E0	-3.092568970E-1	1.966909790E-1	9.465715942E0	9.472808742E0
1.887613958E0	-1.243913269E-1	5.974076843E-1	9.547595673E0	9.567076475E0
1.897607958E0	3.158432007E-2	2.213896179E-1	1.084270248E1	1.084500844E1
1.907601958E0	1.496887207E-3	8.427474976E-2	9.601633301E0	9.602003255E0
1.917594958E0	-7.125183105E-2	-5.733078003E-2	9.159901886E0	9.160358410E0
1.927588958E0	-4.954696655E-1	1.197509766E-1	1.017583923E1	1.018859826E1
1.937581958E0	-2.594105530E-1	4.758604431E-1	1.026116180E1	1.027546488E1
1.947575958E0	-2.137554932E-1	4.700225830E-1	9.683063965E0	9.696821149E0
1.957569958E0	-2.148033142E-1	-1.299298096E-1	9.563762054E0	9.567056332E0
1.967562958E0	-5.029541016E-2	-1.820214844E-1	9.802066498E0	9.803885407E0
1.977556958E0	-1.948947144E-1	1.152603149E-2	9.922565918E0	9.924486445E0
1.987549958E0	-3.068618774E-2	3.588038635E-1	1.093386292E1	1.093979159E1
1.997543958E0	1.082249451E-1	5.692662048E-1	7.881709900E0	7.902982196E0
2.007537958E0	2.228865051E-1	4.102967834E-1	1.114447495E1	1.115425227E1
2.017530958E0	-2.613565063E-1	2.698887634E-1	9.930349731E0	9.937454048E0
2.027524958E0	-2.038760376E-1	1.004411316E-1	9.469458160E0	9.472185160E0
2.037517958E0	-4.986131287E-1	-7.783813477E-2	9.051676941E0	9.065733797E0
2.047511958E0	-1.848655701E-1	1.613644409E-1	1.096694412E1	1.096968902E1
2.057505958E0	-2.574645996E-2	2.170486450E-2	9.306297455E0	9.306358380E0
2.067498958E0	-2.489323425E-1	2.694396973E-3	1.006252487E1	1.006560387E1
2.077492958E0	-2.324665833E-1	4.819976807E-1	9.339827728E0	9.355145347E0
