"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.396572875E0	8.081694031E-1	1.689985657E-1	1.013901581E1	1.017257784E1
2.406565875E0	2.824626160E-1	5.492079163E-1	1.069585785E1	1.071367302E1
2.416558875E0	-2.136058044E-1	3.746708679E-1	9.220525818E0	9.230606809E0
2.426552875E0	-5.168751526E-1	1.871109009E-1	9.663305054E0	9.678927367E0
2.436545875E0	-6.845265198E-1	3.370989990E-1	9.696086884E0	9.726063600E0
2.446538875E0	-9.512718201E-1	2.652484131E-1	1.032747391E1	1.037458395E1
2.456532875E0	-5.215155029E-1	-4.632865906E-1	9.322314148E0	9.348377076E0
2.466525875E0	-5.363346863E-1	-4.887336731E-1	9.466614075E0	9.494382420E0
2.476518875E0	2.314187622E-1	2.380050659E-2	9.834698639E0	9.837449793E0
2.486512875E0	2.128573608E-1	4.655319214E-1	1.061876816E1	1.063109898E1
2.496505875E0	2.401007080E-1	3.143463135E-1	1.001043320E1	1.001824509E1
2.506498875E0	-2.174977112E-1	1.603166199E-1	9.294621735E0	9.298548266E0
2.516492875E0	-3.064128113E-1	2.582130432E-1	9.562564545E0	9.570956246E0
2.526485875E0	-6.087840271E-1	2.556683350E-1	1.126901596E1	1.128834377E1
2.536478875E0	-2.722837830E-1	1.197509766E-1	8.475375366E0	8.480593514E0
2.546472875E0	-3.017724609E-1	-1.619631958E-1	1.055320450E1	1.055876053E1
2.556465875E0	-7.963439941E-2	-4.945715332E-1	9.418414307E0	9.431726814E0
2.566458875E0	1.213975525E-1	-1.252894592E-1	1.080692688E1	1.080833490E1
2.576452875E0	-1.932481384E-1	6.930587769E-2	9.006770325E0	9.009109824E0
2.586445875E0	-1.034349060E-1	7.461982727E-1	9.973160706E0	1.000157213E1
2.596438875E0	-9.954299927E-2	3.805087280E-1	1.000923569E1	1.001696035E1
2.606432875E0	-1.196012878E-1	2.803669739E-1	1.071531738E1	1.071965189E1
2.616425875E0	-2.622546387E-1	-3.562591553E-2	8.698710938E0	8.702736275E0
2.626418875E0	-3.725752258E-1	-1.062789917E-2	9.907896423E0	9.914904780E0
2.636412875E0	-5.782475281E-1	-3.971241760E-1	1.050365753E1	1.052705559E1
2.646405875E0	-4.992118835E-1	4.251159668E-2	9.537865906E0	9.551015955E0
2.656398875E0	-4.212240601E-1	-1.404080200E-1	9.280101929E0	9.290717729E0
2.666392875E0	-2.891986084E-1	4.233197021E-1	9.884395294E0	9.897681837E0
2.676385875E0	2.222877502E-1	6.153703308E-1	9.996811523E0	1.001820009E1
2.686378875E0	8.542735291E-1	5.263055420E-1	1.001657043E1	1.006670075E1
2.696372875E0	1.297202454E0	1.752854919E-1	1.010892838E1	1.019332586E1
2.706365875E0	9.370513916E-2	-8.884025574E-1	1.018721558E1	1.022630925E1
2.716358875E0	-2.025288391E0	-4.032614136E-1	1.038360718E1	1.058695947E1
2.726352875E0	-1.999392242E0	-2.110610962E-2	9.055868225E0	9.273983185E0
2.736345875E0	-1.199605408E0	3.787124634E-2	8.427924042E0	8.512954306E0
2.746338875E0	-1.255888367E-1	8.517288208E-1	1.029035110E1	1.032630333E1
2.756332875E0	2.089654541E-1	4.281097412E-2	1.091096054E1	1.091304537E1
2.766325875E0	8.993298340E-1	1.287322998E-1	9.988428955E0	1.002965997E1
2.776318875E0	1.080602875E0	4.909790039E-2	8.605754242E0	8.673472156E0
2.786312875E0	6.493496704E-1	8.487350464E-2	1.139220978E1	1.141101670E1
2.796305875E0	-3.763174438E-1	-4.796026611E-1	9.778715057E0	9.797698796E0
2.806299875E0	-8.728349304E-1	2.818638611E-1	9.322912903E0	9.367923625E0
2.816292875E0	-1.539249115E0	5.713618469E-1	9.309291229E0	9.452970189E0
2.826285875E0	-3.610491943E-1	9.303153992E-1	9.483528900E0	9.535888195E0
2.836279875E0	-4.808001709E-1	-5.478607178E-2	1.131586853E1	1.132621079E1
2.846272875E0	-7.963439941E-2	-7.786807251E-1	9.020391998E0	9.054289432E0
2.856265875E0	2.411485291E-1	-7.105723572E-1	9.034313049E0	9.065422106E0
2.866259875E0	3.706292725E-1	2.447410583E-1	1.039408539E1	1.040357032E1
2.876252875E0	1.761836243E-1	5.210664368E-1	1.127245880E1	1.128587074E1
2.886245875E0	-3.457809448E-2	2.362088013E-1	8.630752258E0	8.634053207E0
2.896239875E0	-6.348298645E-1	1.513352966E-1	9.660161591E0	9.682181226E0
2.906232875E0	-5.551954651E-1	5.438191223E-1	1.044602737E1	1.047489709E1
2.916225875E0	-3.547622681E-1	1.118174744E-1	9.596543884E0	9.603749993E0
2.926219875E0	-1.368154907E-1	-4.376898193E-1	1.003632935E1	1.004680037E1
2.936212875E0	-1.784289551E-1	-3.402424622E-1	9.493857422E0	9.501627785E0
2.946205875E0	-1.496887207E-2	1.576222229E-1	1.022463776E1	1.022586359E1
2.956199875E0	-1.869612122E-1	4.348457336E-1	1.004381378E1	1.005496099E1
2.966192875E0	-1.466949463E-1	2.956352234E-1	9.798623657E0	9.804179985E0
2.976185875E0	-3.670367432E-1	9.011260986E-2	9.134454803E0	9.142270003E0
2.986179875E0	-3.814068604E-1	9.924362183E-2	1.051653076E1	1.052391276E1
2.996172875E0	-3.858975220E-1	2.341131592E-1	1.021730301E1	1.022726780E1
3.006165875E0	6.765930176E-2	-1.805245972E-1	8.719068604E0	8.721199701E0
3.016159875E0	-1.092727661E-1	-3.335064697E-1	1.056083862E1	1.056666833E1
3.026152875E0	-1.526824951E-2	-1.404080200E-1	9.633367310E0	9.634402589E0
3.036145875E0	-1.127156067E-1	2.963836670E-1	1.025143204E1	1.025633496E1
3.046139875E0	-2.333647156E-1	5.493576050E-1	9.590107269E0	9.608663294E0
3.056132875E0	-2.209405518E-1	1.645079041E-1	9.501341858E0	9.505334012E0
3.066126125E0	-4.040098572E-1	9.969268799E-2	1.003722748E1	1.004584979E1
3.076120125E0	-2.868035889E-1	1.016386414E-1	1.023167313E1	1.023619664E1
3.086113125E0	-5.643264771E-2	-5.239105225E-2	9.678124237E0	9.678430566E0
3.096106125E0	1.672023010E-1	-2.435435486E-1	9.693392487E0	9.697892965E0
3.106100125E0	-1.113684082E-1	6.137237549E-3	9.896819458E0	9.897447952E0
3.116093125E0	-5.942642212E-1	2.613565063E-1	1.026086243E1	1.028137904E1
